영화명,감독,main_emotion,sub_emotion
이누야시키 : 히어로 VS 빌런,사토 신스케,우울,['염세적인']
헌팅 오브 힐하우스,다니엘 파랜즈,두려움,['혼란스러운']
크루즈,로버트 D. 시겔,기타,['흥분']
캐빈 오브 더 컨저링,쉐인 바바넬,화남,['구역질 나는']
동키 킹,아지즈 진다니,행복,['흥분']
언프렌디드: 다크 웹,스티븐 수스코,두려움,['두려운']
마리오,마르셀 기슬레르,두려움,['혼란스러운']
블라인드 멜로디,스리람 라그하반,행복,['흥분']
오버 드라이브,하스미 에이이치로,기타,['염세적인']
이터널 윈터 여자 포로수용소,아틸라 자즈,두려움,['희생된']
100일 동안 100가지로 100퍼센트 행복찾기,플로리안 데이비드 피츠,화남,['악의적인']
더 웨딩 게스트,마이클 윈터바텀,두려움,['두려운']
콩고: 살인자의 이야기,마리우스 홀스트,우울,['마비된']
플레저 오브 스킨 감각탐구,리니 뷸리,화남,['구역질 나는']
적인걸4-신탐천하,남지위,우울,['염세적인']
디어 마이 프렌드,피터 허칭즈,행복,['흥분']
브레이크,마크 포처드,두려움,['희생된']
쥬,안토니오 투블렌,우울,['마비된']
소림절세귀동 - 천하곡술,황송,놀람,['충격 받은']
프라이빗 워,매튜 하이네만,행복,['흥분']
메시지 맨,코리 피어슨,행복,['흥분']
타워,매츠 그로루드,두려움,['두려운']
쿵푸연맹: 사대천왕,유진위,행복,['흥분']
레드 블레이드: 최강닌자소녀의 탄생,이시하라 타카히로,행복,['흥분']
CIA 데빌헌터,매튜 호프,두려움,['회의적인']
나의 시대,뤼도빅 우플랭,우울,['염세적인']
바다의 아들,아바스 잘랄리 예타,두려움,['혼란스러운']
큰 늑대와 작은 늑대,레미 뒤랭,기타,['조심스러운']
"곰팡이에 영감을 받은 발명가, 신소재 포장재를 탄생시키다",왕 치얼,기타,['눈물이 나는']
코스를 벗어나,"레오 브루넬,로리스 카발리에,카미유 야르버트,오스카 말레",기타,['취약한']
할아버지,"찬케인,젠조조,리우엔첸,테나 갈로빅,마리엔 버가이",우울,['눈물이 나는']
떨어져 있어도,다이애나 캄 반 구엔,우울,['마비된']
뷰티풀 보이,펠릭스 반 그뢰닝엔,우울,['눈물이 나는']
데드 스쿼드: 죽은 자들의 사원,도미니크 하우저,놀람,['충격 받은']
스윙어:막장불륜멜로,루초 스모크,기타,['염세적인']
블루의 꿈,발렌티나 파쟈린,기타,['초조한']
왓 데이 해드,엘리자베스 촘코,행복,['자신하는']
작은 영웅: 게와 달걀과 투명인간,"요네바야시 히로마사,모모세 요시유키,아키히코 야마시타",행복,['자신하는']
나키의 저주 용의 부활,퐁파트 와치라번종,우울,['마비된']
특종병기 전랑:마약전쟁,후걸,우울,['염세적인']
특종병기 전랑,후걸,우울,['염세적인']
신과 나: 100일간의 거래,팍품 웡품,행복,['흥분']
세 번째 부인,에쉬 메이페어,기타,"['염세적인', '부끄러운']"
어쌔신 걸스,샘 레빈슨,우울,['염세적인']
워 오브 솔다도,곤잘라 갈바오 텔레스,기타,['희생된']
전랑3-특종병기단,후걸,기타,['흥분']
나는 절대로 용서하지 않는다,와다 히데키,기타,['혐오스러운']
천사 VS 좀비: 세상의 종말,엠마뉴엘 사에즈,우울,['마비된']
슈퍼 햄찌,주나 테나,행복,['흥분']
스워드 오브 갓,바르토슈 코노프카,화남,['억울한']
트러블 위드 유,피에르 살바도리,두려움,['조심스러운']
여대생 기숙사에서 생긴 일,매티 벡커맨,우울,['눈물이 나는']
타발루가와 얼음공주,스벤 운터발트 주니어,기타,['염세적인']
소피와 드래곤: 마법책의 비밀,마리나 네페도바,기타,['두려운']
런던 타겟,"아담 콜린스,루크 래드포드",화남,['악의적인']
극장판 가면라이더 빌드: 비 더 원,카미호리우치 카즈야,우울,['염세적인']
걸즈 앤 판처 제 63회 전차도 전국 고교생 대회,미즈시마 츠토무,행복,['흥분']
로지,제스 본드,기타,['환멸을 느끼는']
온다,나카시마 테츠야,우울,['염세적인']
당문,동위,화남,['악의적인']
플레이 메이커,티몬 모데손,기타,['조심스러운']
A.I. 라이징,라자르 보드로자,놀람,['충격 받은']
열여섯의 봄,바이슈에,놀람,['충격 받은']
고골: 악령과의 전쟁,예고르 바라노프,우울,['염세적인']
해킹 헌터: 마인드 컨트롤,커티스 데이비드 하더,행복,['흥분']
와일드 로즈,톰 하퍼,행복,['흥분']
여름 생존자,마리아 카브타라드제,두려움,"['조심스러운', '두려운']"
요괴외전,동위,놀람,['충격 받은']
평요전: 전설의 요괴 사냥꾼,곽소천,기타,['염세적인']
아쉬미나,디클 베렌슨,우울,['가난한 불우한']
극장판 가면라이더 이그제이드 외전: 브레이브 & 스나이프,스즈무라 노부히로,우울,['염세적인']
완벽한 주인,오스카 뢰러,두려움,['희생된']
웰컴 투 스웨덴,피터 달,기타,['회의적인']
샤크 베이트,마크 앳킨스,기타,['마비된']
샤크 쓰나미,안소니 C. 페란트,행복,['흥분']
체크 히어로,"토르비욘 크리스토퍼센,앤더스 마테센",두려움,['조심스러운']
킹 페타르: 세계대전의 서막,페타르 리스토브스키,기타,['안달하는']
미라클 시즌,숀 맥나마라,행복,['자신하는']
성스러운 플랜틴,로돌포 프랑코 리카르도,우울,['마비된']
점심 시간,사무엘레 로마노,두려움,['당혹스러운']
아가,밀코 라자로브,기타,['조심스러운']
절대 고요를 찾는 남데브 아저씨,다르 가이,우울,['눈물이 나는']
엔젤 해즈 폴른,릭 로만 워,놀람,['충격 받은']
결코 죽지 않는 남자,키릴 소콜로프,기타,['염세적인']
너의 새는 노래할 수 있어,미야케 쇼,우울,['염세적인']
꼬마 자전거 스피디,마누엘 J. 가르시아,기타,['안달하는']
콘택트: 지구 최후의 날,기요로기 폴피,기타,['충격 받은']
우주전쟁 2019,도미닉 스미스,기타,['마비된']
거짓말을 사랑하는 여자,카즈히토 나카에,우울,['염세적인']
첫 키스만 50번째,후쿠다 유이치,행복,['신이 난']
해피 해피 레스토랑,후카가와 요시히로,우울,['눈물이 나는']
더 바운서,줄리앙 레슬레크,우울,['비통한']
어벤져스 오브 저스티스,자렛 타놀,두려움,['희생된']
외계인 지구침공,마크 카레트,화남,['안달하는']
귀권,장우빈,우울,['염세적인']
몬스터,대금환,기타,['두려운']
늑대의 아이들,아드리안 페넥,우울,['고립된']
극장판 가면라이더 이그제이드 외전: 패러독스 위드 뽀삐,스즈무라 노부히로,행복,['흥분']
소림쿵푸: 마지막 대결,브라이언 렁,기타,['염세적인']
트레져 헌터: 비밀의 책,리우 쩡,우울,['염세적인']
삼총사: 마지막 미션,지오반니 베로네시,우울,['비통한']
40만분의 1,이노우에 히로키,기타,['악의적인']
패트와 매트: 우당탕탕 크리스마스,마렉 베네슈,행복,['자신하는']
내가 늑대야?,아미르 오우샹 모에인,두려움,['혼란스러운']
롤라의 집,레오니드 스멜코브,두려움,['희생된']
성격개조 상담소,세키구치 카즈키,기타,['혐오스러운']
가족이 되기까지,잔 에리,두려움,['혼란스러운']
분노의 전쟁,피터 미미,두려움,['회의적인']
모던 러브,후쿠시마 타쿠야,우울,['염세적인']
극장판 노래하는 왕자님 진심 러브 킹덤,"나가오카 치카,후루타 죠지",행복,['흥분']
어쩌다 룸메이트,소륜,행복,['흥분']
10년,"하야카와 치에,키노시타 유스케,츠노 메구미,후지무라 아키요,이시카와 케이",행복,"['조심스러운', '자신하는']"
소림퇴마: 악마사냥꾼,"은박,금예",기타,['마비된']
무림3대고수전,류헌적,기타,['염세적인']
돈겟컷,디 샷,우울,['염세적인']
크리미널 : 해튼가든,제임스 마쉬,놀람,['충격 받은']
끝난 사람,나카다 히데오,기타,['환멸을 느끼는']
헬로 몽키,마시하이,기타,['회의적인']
히비키,츠키카와 쇼,행복,['흥분']
더티 워크,루이자 워렌,우울,['염세적인']
컷 오프,크리스티안 알버트,우울,['염세적인']
눈의 여왕4,"로버트 렌스,알렉세이 트시칠린",기타,['자신하는']
검찰측의 죄인,하라다 마사토,우울,['염세적인']
신영웅문 : 천년의 비밀,여가경,화남,['악의적인']
임파서블 러브,카트린느 코르시니,우울,['염세적인']
제네시스,필리프 르사주,기타,['조심스러운']
델리리움,자니 마틴,기타,['혼란스러운']
원데이,소피아 실라기,두려움,"['조심스러운', '눈물이 나는']"
작은 목소리로 속삭여줘,야마모토 아키라,기타,['조심스러운']
알카트라즈: 죽음의 수용소,앤드류 존스,우울,['비통한']
혈전:피의 전쟁,윌리엄 시옹,우울,['염세적인']
쥬라기 프레데터,앤드류 존스,기타,['악의적인']
뱀파이어와의 동거,브라이언 A. 메트칼프,두려움,['두려운']
와일드라이프,폴 다노,두려움,['두려운']
학교생활!,시바타 잇세이,우울,['염세적인']
더 스쿨,스톰 애쉬우드,우울,['염세적인']
게이트키퍼 : 또 다른 세계,세르게이 모크리츠키,우울,['환멸을 느끼는']
벌룬,미카엘 헤르비그,행복,['흥분']
극장판 가면라이더 이그제이드 외전: 겜마 VS 레이저,스즈무라 노부히로,우울,['염세적인']
더 퀘이크: 오슬로 대지진,존 안드레아 앤더슨,놀람,['충격 받은']
산성비,토마스 포파쿨,기타,['고립된']
나와 마그넷 그리고 죽은 친구,마오닝 리우,우울,['염세적인']
항해의 시대,존 커스,기타,['희생된']
송버드,"루시 그린웰,미쉘 크라노트,유리 크라노트",우울,['마비된']
카잔자키스,야니스 스마라그디스,행복,['자신하는']
닌자 배트맨,미즈사키 준페이,기타,['염세적인']
피스 메이커 철: 우명,키미야 시게루,기타,['눈물이 나는']
피스 메이커 철: 상도,키미야 시게루,기타,['조심스러운']
아스테릭스: 마법 물약의 비밀,"알렉상드르 아스티에,루이 클리시",두려움,['혼란스러운']
더 헌티드: 저주받은 집,데이빗 홀로이드,기타,['고립된(당황한)']
도니브룩,팀 서튼,기타,['희생된']
블러드 페스트,오웬 에거튼,우울,['염세적인']
골든타임,카말 아메드,기타,['조심스러운']
적인걸6 - 집요술사,호국한,기타,['염세적인']
고통을 못 느끼는 남자,와산 발라,우울,['염세적인']
더 프린세스 : 도둑맞은 공주,올레 말라므,기타,['염세적인']
비쎈,로스 W. 클락슨,행복,['자신하는']
형제애,메리암 주보르,기타,['혼란스러운(당황한)']
야수,제레미 콩트,기타,['눈물이 나는']
더 필드,산디야 수리,우울,['염세적인']
버터플라이 복서,카멜 윈터스,우울,"['실망한', '질투하는']"
트윈 플라워,라우라 루체티,행복,"['신뢰하는', '눈물이 나는']"
무화과 나무,알라모크 다비디언,우울,['마비된']
행복도시,호위딩,두려움,"['조심스러운', '부끄러운']"
프릭스,"잭 리포브스키,애덤 B. 스타인",두려움,['두려운']
텍사스 전기톱 연쇄살인사건 2019,거스 트라파니,우울,['염세적인']
러브X독,스즈키 오사무,우울,['슬픔']
멋진 다이너마이트 스캔들,토미나가 마사노리,우울,['염세적인']
애니 불릿 윌 두,저스틴 리,우울,['염세적인']
레이니 데이 인 뉴욕,우디 알렌,행복,['신이 난']
유령과 섹스하고 오르가즘 느끼기,브라이언 뉴얼,우울,['염세적인']
킬링,쓰카모토 신야,우울,['염세적인']
폰조,조쉬 트랭크,우울,['염세적인']
배드 밴드,알렉스 켈레디지안,화남,['질투하는']
브라 이야기,바이트 헬머,행복,['흥분']
고스트 블라인드,루이스 맨다이어,기타,['혐오스러운']
비홀드 마이 하트,조슈아 레나드,우울,['눈물이 나는']
아웃사이더,"가한진,후닝 유안",화남,['안달하는']
주디와 펀치의 위험한 관계,미라 폴크스,화남,['악의적인']
라스트 선라이즈,웬 렌,우울,['마비된']
다운시커,저스틴 프라이스,두려움,['혼란스러운']
월령검,설릉,두려움,['두려운']
나는 약신이 아니다,원 무예,두려움,"['조심스러운', '조심스러운']"
더 퍼지:최초의 시작,브라이언 코인,두려움,['조심스러운']
미샤 버튼의 감금,"브라이언 M. 콘리,나단 아이브스",화남,['악의적인']
클로브히치 킬러,던칸 스킬즈,기타,['부끄러운']
금의위 비검 수춘도,윌리 잉,우울,['마비된']
나치 오버로드,롭 팔라티나,두려움,['회의적인']
에이리언 대침공,"제임스 콘델릭,존 콘델릭",우울,['염세적인']
아슈라,타달 셀하미,우울,['마비된']
나팔꽃과 카세씨,사토 타쿠야,행복,['신이 난']
강호제일검 금강철선,손전림,두려움,['회의적인']
툼바드,"라히 아닐 브라베,아데쉬 프라사드",기타,"['고립된(당황한)', '비통한']"
학교는 끝났다,세바스티앙 마르니에르,우울,['비통한']
티토와 새,"구스타보 스타인버그,가브리엘 비타르,안드레 카토토 디아스",기타,['두려운']
인형의 집,"애나 네델코빅,니콜라 마이다크",우울,['염세적인']
낯선 여행,아그네츠카 스모친스카,우울,"['마비된', '조심스러운']"
작가 미상,플로리안 헨켈 폰 도너스마르크,우울,"['비통한', '만족스러운']"
돈키호테의 죽음,미구엘 파우스,두려움,['혼란스러운']
나이트 헌터,데이비드 레이몬드,우울,['염세적인']
더 소나타,앤드류 데스몬드,화남,['구역질 나는']
퍼셉션 오브 블러드,일라나 레인,기타,['두려운']
내가 사랑했던 모든 남자들에게,수잔 존슨,두려움,['회의적인']
슈퍼 레이스,"브누아 고부,장-프랑소와 풀리오,프랑수아 브리소",기타,['안달하는']
악마의 오후,로셀라 데 베누토,두려움,['두려운']
마음 세탁소,카타기리 켄지,우울,['슬픔']
스콜피온: 대테러 진압 작전,멀리사 아지조바,기타,['염세적인']
마티나: 위험한 정사,아르센 안톤 오스토이치,기타,['염세적인']
에일리언 우주전쟁,월리스 브라더스,우울,['마비된']
네크로맨,키아 로취 터너,기타,['염세적인']
2050,프린스턴 홀트,두려움,['조심스러운']
그링고,내쉬 에드게르톤,우울,['염세적인']
세르비아 솔저스: 제5포병부대,프페드래그 안토니예,평온,"['안도', '비통한']"
글래스 죠,제프 셀렌타노,놀람,['충격 받은']
적인걸7 - 무두장군,"곽옥룡,양수",기타,['마비된']
베를린 호스티지,그레고어 얼러,놀람,['충격 받은']
악마,후지이 미치히토,두려움,['조심스러운']
비하인드 더 피스,악바르 벡투르디예프,기타,['희생된']
부다페스트 스토리,아틸라 사스,기타,['혼란스러운']
캣츠토피아,게리 왕,기타,['혼란스러운']
n번째 이별중,앤드류 볼러,화남,['안달하는']
이십일세기 소녀,"야마토 유키,이가시 아야,에다 유카,카토 아야카,사카모토 유카리,린 슈토,타케우치 리사,나츠토 아이미,야마나카 요코,가네코 유리나,히가시 카나에,후쿠다 모모코,야스카와 유카,마츠모토 하나,타마가와 사쿠라",기타,['염세적인']
징기스칸의 후예,다바자갈 체렌티메드,두려움,['조심스러운']
프론테라스,앤드류 딘,기타,['염세적인']
커피가 식기 전에,츠카하라 아유코,우울,['염세적인']
유전: 더 제네시스,줄리아 하트,우울,['염세적인']
사랑이 뭘까,이마이즈미 리키야,우울,['염세적인']
억남,오오토모 케이시,우울,['눈물이 나는']
행복의 단추를 채우는 완벽한 방법,칼 헌터,우울,['염세적인']
비커밍,오마 나임,화남,['악의적인']
퀸 오브 아이스,안느 세비츠키,우울,"['염세적인', '흥분']"
빅 킬,스콧 마틴,기타,['분노']
핀란드 메탈밴드,"유소 라티오,유카 비드그렌",화남,['구역질 나는']
니세코이: 거짓 사랑,카와이 하야토,우울,['염세적인']
아일랜드,황보,화남,['안달하는']
령마전,장적재,행복,['흥분']
여명,히로세 나나코,두려움,['두려운']
이웃의아내,아론 하비,우울,['환멸을 느끼는']
배드캅스,루이스 이즈마엘,행복,['흥분']
시체들의 새벽: 컨테이젼,헥터 헤르난데즈 비센스,두려움,['두려운']
블러드 바우,빅토리아 서튼,우울,['염세적인']
기도의 막이 내릴 때,후쿠자와 카츠오,기타,['염세적인']
벨빌 캅,라시드 부샤렙,행복,['흥분']
아텔로포비아 챕터 II,조 루한,기타,['혐오스러운']
버닝 키스,로비 스터조,우울,['염세적인']
샬롯: 욕망의 법칙,조던 블라디,두려움,['조심스러운']
빅풋 레전드,저스틴 리,놀람,['충격 받은']
금기를 깨트린 여자들,소냐 에스꼴라노,우울,['염세적인']
애시드,알렉산더 고르칠린,놀람,['충격 받은']
율리시스: 다크 오딧세이,페드리코 알로토,우울,['염세적인']
초능력 소년사건,채수응,우울,['염세적인']
스트레인지 네이처,제임스 오잘라,화남,['악의적인']
아일랜드 제로,조시 게리첸,우울,['염세적인']
오즈 아,피터 마클,화남,['배신당한']
에이브의 쿠킹 다이어리,페르난도 그로스테인 안드레이드,행복,['신이 난']
트라우마,알렉스 페티퍼,우울,['염세적인']
태양 대폭발: 지구 최후의 날,맥스 크숀다,두려움,['희생된']
비독: 파리의 황제,장-프랑소와 리셰,우울,['염세적인']
아가사: 살인의 진실,테리 로안,화남,['안달하는']
컬러풀 디자이어,로버트 슈왈츠맨,기타,['환멸을 느끼는']
치하야후루 무스비,코이즈미 노리히로,두려움,['혼란스러운']
세이빙 조이,제프리 G. 헌트,두려움,"['희생된', '두려운']"
판타스틱 썸머,베카 글리슨,기타,['조심스러운']
해피 디 데이,켄 마리노,행복,['신이 난']
바이러스: 인류 최후의 날,마크 칸투,우울,['고립된']
쇼독스 : 언더커버 캅스,라자 고스넬,기타,['안달하는']
할로윈: 살인마 잭,앤드류 존스,기타,['마비된']
엑소시즘: 귀신과의 대화,파울로 레이트,두려움,['초조한']
엔딩스 비기닝스,드레이크 도리머스,두려움,['두려운']
전쟁 그리고 사랑,캐스퍼 토르스팅,두려움,['희생된']
사스콰치: 거인 괴물,브래드 더글라스,기타,['조심스러운']
시진5,알페르 메스티시,기타,['염세적인']
쓰루 더 파이어,프레데릭 텔리에,두려움,['두려운']
세비지,빈센트 마리에트,우울,['염세적인']
심바: 개과천선 비리경찰,로힛 쉐티,화남,['분노']
하바나 다크니스,길예르모 이반,두려움,['당혹스러운']
로스트 바이킹: 전쟁의 신의 아들,에밋 커민스,기타,['악의적인']
레벨 16,데니시카 에스텔하지,기타,['회의적인']
피터와 댕댕이 탐정단,대니 버데이,행복,['흥분']
데이 앤 나잇,후지이 미치히토,기타,['염세적인']
러브 인 히말라야,아비쉑 카푸르,두려움,['초조한']
오프 더 메뉴,제이 실버맨,기타,['혼란스러운']
더 인터프리터,마틴 술릭,기타,['염세적인']
더 게이트,로드리고 소로고옌,우울,['염세적인']
어트랙션,"만스 말린드,비욘 스테인",행복,['흥분']
태양의 소녀들,에바 위송,행복,['흥분']
여대생 기숙사 살인사건,레베카 그린,우울,['염세적인']
배틀 오브 에너미라인,요하네스 퍼디난드 반 질,두려움,['희생된']
네크로맨서: 검은 숲,스튜어트 브레넌,기타,['염세적인']
유 다이: 죽음의 24시간,알레산드로 안토나시,기타,['두려운']
트롤 킹,"케빈 먼로,크리스티안 캄",우울,['염세적인']
침묵의 이방인,블라디미르 알레니코브,화남,['악의적인']
완벽한 커플,스벤 타딕켄,기타,['혐오스러운']
셔터: 죽음의 숲,마르셀 왈츠,화남,['악의적인']
인랑게임,아야베 신야,기타,['비통한']
사운드웨이브,딜런 K. 나랑,두려움,['혼란스러운']
쓰리썸씽,제임스 모로시니,우울,['염세적인']
일렉트릭 러브,아론 프래드킨,우울,['염세적인']
데드맨 스탠딩,니콜라스 바턴,화남,['악의적인']
하드코어,야마시타 노부히로,기타,['마비된']
붉은 눈,카이 사야카,우울,['눈물이 나는']
푸른 여름 너를 사랑한 30일,후루사와 타케시,우울,['환멸을 느끼는']
트레저 헌터 플린,러셀 멀케이,행복,['흥분']
악마의 속삭임,브라이언 애브넷 브래들리,두려움,['두려운']
엘 스톰 : 부패방지수사국,임덕록,우울,['염세적인']
가면라이더 뉴제네레이션 포레버,야마구치 쿄헤이,우울,['염세적인']
런 하이드 다이,콜린 조셉 닐,화남,['악의적인']
아이리스,크리스토퍼 스타인버거,우울,['염세적인']
사랑의 병,요시다 코타,화남,['구역질 나는']
개세영웅,류훙즈,놀람,['충격 받은']
배틀로얄 : 프리즌 브레이크,아야베 마야,화남,['안달하는']
아포칼립스: 최후의 날,"페르난도 곤잘레즈 고메즈,크리스토퍼 G. 무어",기타,['마비된']
신패왕화 : 예스마담,레이 우,기타,['희생된']
무서운 이야기들: 겟아웃,"도모닉 스미스,맬러카이 컬,자크 로르키에비츠",두려움,['두려운']
루시드 드림,태적라빈,우울,['염세적인']
에이전트 미스터 찬,제프 장,우울,['염세적인']
백야협,마중헌,행복,['흥분']
풍마노지심,왕자,행복,['흥분']
패션 오브 크라이스트 브릭무비,조쉬 캐롤,행복,['흥분']
우당탕탕 캠핑가족,"려덕견,이사첩",기타,['조심스러운']
무릎 꿇어 너희 다,앙투안 데호제흐,행복,['흥분']
좀비 아포칼립스,스카이 왕,기타,['불안']
배틀로얄 : 매드랜드,아야베 마야,놀람,['충격 받은']
배틀로얄 : 러버스,아야베 마야,놀람,['충격 받은']
13구역 - 언리미티드,이병연,화남,['안달하는']
무명지배 : 대환장 특수임무,요효지,기타,['희생된']
팔로우드,안트완 리,기타,['염세적인']
체르노빌,"로드리고 바리우소,세바스찬 바리우소",기타,['비통한']
해길랍,채밀결,행복,['흥분']
아무도 없었다,엘르 칼라한,우울,['염세적인']
인투 더 미러,아이작 에즈반,우울,"['마비된', '염세적인']"
파이널 리벤지,우밋 드기르멘치,화남,['좌절한']
라스트 특공대,빈센트 페라스,두려움,['희생된']
365일: 비밀의 여자,"콜린 플룸,그렉 네머",두려움,['두려운']
프로젝트 마스,알렉산더 쿨리코프,우울,['마비된']
"그 시절, 너의 뒤를 쫓았다",하세가와 야스오,우울,['눈물이 나는']
생존: 러스트 크릭,젠 맥고완,우울,['비통한']
오필리아,클레어 맥카시,기타,['혼란스러운(당황한)']
엄마들의 탁구 클럽,장상안,우울,['염세적인']
문을 열면,잠양 잠쇼 왕척,행복,['자신하는']
팬티 소녀의 기적,체 에스피리투,기타,['눈물이 나는']
나의 어린 왕자,아리프 마하라모브,우울,['눈물이 나는']
블루버드 인 마이 하트,제레미 게즈,기타,['염세적인']
자전거 여행,베키르 뷜뷜,기타,['실망한']
히말라야 휠체어 소녀,프리야 라마수반,두려움,['걱정스러운']
어린이는 오늘도,"사라 몸타지안,헤사엘 뉴튼,마페르 아가히",기타,['눈물이 나는']
예전이 더 나았지,루 풀리치,우울,['눈물이 나는']
연필,지나 탄,우울,['죄책감의']
배치기 다이빙,"제레미 콜린스,켈리 딜런",행복,['신뢰하는']
하루의 새해,신일,두려움,['두려운']
넌 아름다워,나탈리 판 덴 둔겐,기타,['취약한']
점심 시간,오잔 요러리,우울,['실망한']
골드 체이서  : 최후의 추격자,,화남,['악의적인']
스트라이크,트레볼 하디,두려움,['두려운']
콘플릭트:비열한 거래,후지와라 켄이치,화남,['악의적인']
상상 게임,하타 타이스케,기타,['염세적인']
몽키킹3: 서유기 여인왕국,정 바오루이,우울,['염세적인']
키퍼스,크리스토퍼 니홀름,기타,['억울한']
10년 태국,"아딧야 아사랏,위시트 사사나티엥,출라얀논 시리폰,아핏차퐁 위라세타쿤",기타,['고립된']
10년 대만,"레칼 수미 칠랑가산,리나 초우,루포쉰,시페이주,로우컥후앗",기타,['염세적인']
6 솔져스: 라스트 미션,랜디 코롬피스,기타,['취약한']
2030,민 뉴엔보,기타,['조심스러운']
존 도우,빌리 세니즈,우울,['마비된']
얽힌 사랑이라 해도,미사키 키쿠치,두려움,['회의적인']
공각기동대: 고스트 체이서,히가시 히로아키,두려움,['취약한']
운전 연수,마르지예흐 리아히,화남,['억울한']
흐린 하늘에 웃다,모토히로 카추유키,우울,['염세적인']
리본,줄리앙 리쳐드,우울,['눈물이 나는']
저주받은 자들,예브게니 루만,두려움,['두려운']
가족은 괴로워3: 아내여 장미처럼,야마다 요지,두려움,['당혹스러운']
미션 임파서블: 루벤,밀로라드 크르스티치,행복,['흥분']
클리닝 레이디,존 노츠,우울,['염세적인']
`개그` 더 크라운,아담 크라우스,두려움,['두려운']
인어가 잠든 집,츠츠미 유키히코,놀람,['충격 받은']
천국에서 무덤까지,콜린 시플리,우울,['염세적인']
챔피언,아흐메트 카티크시즈,행복,['흥분']
무림신검,"쉬장화,유국휘",행복,['흥분']
"마이 티쳐, 마이 러브",데미언 로메이,화남,['구역질 나는']
마더스 인스팅트,올리비에 마세트 데빠세,우울,['염세적인']
스코치드 어스: 분노의 추격자,피터 호위트,행복,['흥분']
그 반도에서 온 저 남자,기타구치 유스케,기타,['배신당한']
애프터 에브리씽,"한나 막스,조이 파워",우울,['슬픔']
코끼리와 나비,아멜리 반 엠트,기타,['염세적인']
피드백,페드로 C. 알론소,두려움,['두려운']
카라타이: 태양의 전사,셀라하틴 산카리,행복,['흥분']
부니베어: 애들이 줄었어요,"정량,임회달",행복,['흥분']
클리너:살인마의 집,안토니오 판토하,우울,['고립된']
진마사 사상복마,곽수강,기타,['충격 받은']
탈명검: 첩혈강호,장맹,우울,['염세적인']
사대명포 제국의비밀,항추량,우울,['염세적인']
탈명검: 풍운재기,장맹,우울,['마비된']
가족의 색깔,요시다 야스히로,우울,['염세적인']
스파이 캣,"크리스토프 라우엔슈타인,볼프강 라우엔슈타인",행복,['흥분']
도화겁,마응수,기타,['조심스러운']
천기검,방영화,우울,['염세적인']
초능금의위,오응상,우울,['염세적인']
프로방스,카토 드 보엑,두려움,['혼란스러운']
코드 기아스 반역의 를르슈 I -흥도-,타니구치 고로,기타,['염세적인']
할머니 로드,시노하라 테츠오,두려움,['희생된']
대무사,현자,우울,['염세적인']
더 레인저,존 웩슬러,두려움,['두려운']
컨테이젼: 더 바이러스,구예도,화남,['악의적인']
카니발 클럽,구토 파렌테,우울,['마비된']
도진강호,서준,우울,['염세적인']
고스트랜드,소노 시온,우울,['염세적인']
파동,다비드 보드작,기타,['흥분']
추격자: 파이널 미닛,루이스 아빌레스,우울,['염세적인']
카사네 : 빼앗는 얼굴,사토 유이치,우울,['비통한']
화피사,전소파,화남,['억울한']
화피사2: 요괴전쟁,장박유,기타,['마비된']
그것은 물 밑에서 온다,데일 파브리가,우울,['마비된']
크리스마스 선물,보그단 무레사누,우울,['비통한']
세바 ? 폴 무레산이 제작한 단편 영화,폴 무레산,우울,['외로운']
우아한 시체,"스테파니 란사쿠,프랑소와 르로이",우울,['마비된']
사랑의 노예 폴린,샤를린 부르주아-타케,화남,['악의적인']
적인걸: 천안의 비밀,동후이,행복,['흥분']
콘플릭트:최대의 항쟁,후지와라 켄이치,우울,['염세적인']
콜드워,세리크볼 우테베르게노브,기타,['염세적인']
눈감은 여름,카오 투이 니,우울,['눈물이 나는']
블로이스트라트 11,닌케 도이츠,우울,['마비된']
사이클리스트,벨코 포포비치,우울,['환멸을 느끼는']
몰락,보리스 라베,두려움,['버려진']
랩스:세 가지 미래,시마 켄타로,우울,['염세적인']
"테드-에드 ""악센츠""",로버티노 잠브라노,우울,['염세적인']
복도에서 만난 소녀,발레리 반하트,우울,['마비된']
더 트랩,후안 파블로 폴랑코,기타,['마비된']
히즈 아웃 데어,퀸 래셔,화남,['악의적인']
프린스 챠밍,로스 베노커,행복,['흥분']
데솔레이트,프레데릭 시폴레티,우울,['마비된']
내추럴 바이스,이지 트라웁,화남,['악의적인']
벼랑 끝의 남매,가타야마 신조,행복,['흥분']
바람나무는 거문고처럼,케이 치카우라,행복,['자신하는']
오즈랜드,하타노 타카후미,행복,['흥분']
오늘도 괴롭히는 도시락,츠카모토 렌페이,기타,['슬픔']
"줄리엣, 네이키드",제시 페레츠,우울,['염세적인']
불능범,시라이시 코지,우울,['염세적인']
나한테 XX해!,야마모토 토오루,기타,['염세적인']
어나더 데이 오브 라이프,"다미안 네노브,라울 드 라 푸엔테",기타,['비통한']
스틸 휴먼,올리버 시 쿠엔 찬,두려움,"['조심스러운', '느긋']"
32-R비트,빅토르 오로스코 라미레스,우울,['염세적인']
III,마르타 파?,화남,['악의적인']
미스터 디어,모지타바 무사비,기타,['눈물이 나는']
그림자 사이,"알리스 기마랑이스,모니카 산토스",두려움,['혼란스러운']
홍수,말테 스타인,우울,['염세적인']
